date,precipitation (mm),temperature (°C),potential evapotranspiration (mm),flow (m³/s),suspended sediment (mg/L),total phosphorus (mg/L),nitrate (mg/L)
1994-02-20,6.76342,9.47533,0.77592,105.25200,21.44500,0.19190,8.00510
1994-02-21,6.61728,9.17746,0.35027,131.15650,25.25250,0.18116,8.08145
1994-02-22,14.98495,6.32801,0.29005,225.79000,37.06350,0.15519,7.21890
1994-02-23,1.41857,3.76249,0.95246,196.70500,35.14750,0.16424,9.79905
1994-02-24,7.78647,5.04611,0.33893,220.36500,39.22300,0.15577,10.17110
1994-02-25,0.56711,6.20258,0.82607,190.49500,35.79000,0.16194,11.43990
1994-02-26,0.28016,5.41133,0.77282,167.13500,32.79750,0.16670,12.14450
1994-02-27,0.91561,4.79951,0.50287,150.83500,30.42500,0.17040,12.33500
1994-02-28,0.11323,4.55349,0.89545,136.91500,27.15700,0.17333,12.23550
1994-03-01,0.96738,5.51207,0.29937,127.20500,25.20200,0.17585,11.85350
1994-03-02,0.70378,7.33768,0.40422,118.60250,23.35100,0.17897,11.31690
1994-03-03,0.21520,4.65905,0.72082,110.54650,21.50000,0.18205,10.95975
1994-03-04,4.16148,8.00458,0.42550,124.06000,23.80300,0.17441,9.80200
1994-03-05,1.45527,7.76260,0.86978,119.43950,22.48750,0.17777,10.02430
1994-03-06,3.84390,6.16662,1.47290,129.19500,24.00100,0.17318,9.66875
1994-03-07,0.62965,4.68659,1.30878,119.88950,22.16750,0.17796,10.14445
1994-03-08,0.69550,4.95028,1.43193,111.23150,20.90850,0.18180,10.15330
1994-03-09,5.41658,5.60051,0.77607,132.77000,24.59650,0.17091,9.12970
1994-03-10,1.02821,3.72526,0.90112,124.28000,22.55900,0.17574,9.93060
1994-03-11,0.22429,2.25555,0.79573,114.02050,20.99450,0.18032,10.22645
1994-03-12,0.06131,1.04416,1.23395,105.31950,19.54850,0.18426,10.22850
1994-03-13,0.53668,1.38713,1.20577,98.61500,18.35800,0.18700,10.05520
1994-03-14,0.00000,1.21565,1.21986,92.45300,17.17550,0.18992,9.87805
1994-03-15,1.66265,1.16260,0.76735,91.36850,17.34650,0.18980,9.62255
1994-03-16,0.09044,-0.19143,0.84018,86.34000,16.00150,0.19351,9.64640
1994-03-17,0.05578,0.90898,1.08552,81.51450,15.06550,0.19678,9.50620
1994-03-18,0.23622,1.34505,1.25531,77.29450,14.30485,0.19994,9.34210
1994-03-19,0.07098,3.59832,1.23484,73.41300,13.45255,0.20313,9.09030
1994-03-20,0.11802,2.38854,0.80348,69.90800,12.80925,0.20592,8.99465
1994-03-21,0.01947,2.40432,0.96402,66.67500,12.05760,0.20842,8.89280
1994-03-22,0.00663,3.49853,1.34856,63.68800,11.51450,0.21164,8.72695
1994-03-23,0.10842,2.53300,1.37000,60.93800,11.01985,0.21457,8.67130
1994-03-24,0.01497,0.83517,1.29837,58.34150,10.53160,0.21735,8.67595
1994-03-25,0.00380,1.27455,1.11922,55.89700,10.07495,0.22027,8.62425
1994-03-26,0.00045,3.56171,1.29940,53.59400,9.56685,0.22281,8.42865
1994-03-27,0.00131,2.33807,1.11402,51.41350,9.21955,0.22570,8.36965
1994-03-28,0.00152,2.60367,1.13896,49.34700,8.87015,0.22849,8.29205
1994-03-29,0.08654,3.56774,1.54516,47.39500,8.55245,0.23134,8.17225
1994-03-30,0.00000,2.28194,1.66113,45.52550,8.21860,0.23449,8.15050
1994-03-31,0.00001,2.07445,1.49336,43.73850,7.92725,0.23766,8.12675
1994-04-01,0.00403,3.42430,1.69981,42.03400,7.65415,0.24062,8.00775
1994-04-02,1.61656,6.44084,1.25118,43.13800,8.75140,0.23850,7.65105
1994-04-03,0.16241,5.98000,1.08733,41.91200,7.90880,0.24117,7.71885
1994-04-04,0.54750,6.12564,1.82218,40.47150,7.85595,0.24475,7.70780
1994-04-05,1.30234,10.09799,1.33333,40.37650,8.97350,0.24541,7.37050
1994-04-06,0.89569,11.54244,1.93579,39.50000,8.37390,0.24727,7.17720
1994-04-07,2.21103,10.06212,0.64028,41.38400,9.44815,0.24382,7.05260
1994-04-08,2.71595,9.34746,1.41920,45.88800,10.55190,0.23713,6.96365
1994-04-09,4.77646,9.72567,1.93340,62.24450,14.00540,0.21766,6.46165
1994-04-10,0.96061,9.56771,2.48446,60.61900,13.14190,0.22548,7.69990
1994-04-11,6.42756,6.16659,2.00542,87.29850,18.80700,0.20321,6.98350
1994-04-12,0.00000,4.16655,1.67206,81.11950,17.00700,0.21271,8.51215
1994-04-13,0.00001,4.50956,2.24495,73.65300,16.04700,0.21965,9.12910
1994-04-14,0.01143,8.99159,3.49326,67.12250,15.27500,0.22449,8.97210
1994-04-15,0.05234,14.54059,4.45805,61.60800,14.34145,0.22799,8.37155
1994-04-16,0.45672,12.53386,1.06740,57.25850,13.66980,0.23048,8.20780
1994-04-17,0.00270,12.73572,2.89416,53.28850,12.74345,0.23300,8.03160
1994-04-18,0.00016,11.53141,2.48631,49.83800,12.17350,0.23551,7.94790
1994-04-19,0.83057,10.09492,1.50063,47.55550,11.78025,0.23709,7.92235
1994-04-20,0.03634,7.94094,2.49230,44.89100,10.86770,0.23974,7.94535
1994-04-21,0.00406,6.71768,2.35977,42.38150,10.32670,0.24304,7.96080
1994-04-22,0.01597,8.74900,2.16157,40.11050,9.81990,0.24615,7.77720
1994-04-23,4.02171,8.06667,1.22475,51.34500,12.61130,0.22706,6.77265
1994-04-24,0.09055,9.82942,3.77947,50.78550,11.28940,0.23141,7.35255
1994-04-25,1.01382,9.61669,2.95353,48.97050,11.31970,0.23616,7.62085
1994-04-26,0.00010,8.08641,3.20318,45.89650,10.83875,0.24153,7.79085
1994-04-27,0.23539,10.73381,3.54191,43.02050,10.22825,0.24609,7.62475
1994-04-28,0.00067,9.63988,4.32060,40.36500,9.42550,0.25002,7.56795
1994-04-29,0.00000,10.06527,3.39335,37.98900,9.19530,0.25380,7.48920
1994-04-30,0.00001,11.92959,3.87313,35.86400,8.86265,0.25697,7.28090
1994-05-01,0.00000,11.91901,3.13778,33.94900,8.53305,0.26044,7.14285
1994-05-02,0.00000,14.31903,3.73411,32.21250,7.76860,0.26336,6.88510
1994-05-03,0.00136,15.85662,4.74574,30.61900,7.73380,0.26617,6.62575
1994-05-04,0.00000,17.10139,4.65691,29.14800,7.49735,0.26894,6.40345
1994-05-05,0.00013,16.74805,4.03115,27.78350,7.24865,0.27170,6.29280
1994-05-06,0.00046,16.20685,4.42539,26.50650,7.04460,0.27452,6.22815
1994-05-07,0.00000,14.61114,4.49863,25.30750,6.83060,0.27716,6.29650
1994-05-08,0.00000,17.11022,4.63696,24.18105,6.63955,0.28037,6.10125
1994-05-09,0.00028,17.29769,5.73776,23.11425,6.56305,0.28327,5.96170
1994-05-10,0.00000,10.81108,4.71775,22.10580,6.36310,0.28597,6.29485
1994-05-11,0.01534,9.49210,4.18558,21.15005,6.21880,0.28836,6.51910
1994-05-12,0.00939,13.95605,4.41153,20.24320,6.09785,0.29036,6.29005
1994-05-13,0.01347,13.70198,2.80499,19.38235,5.96475,0.29220,6.17130
1994-05-14,0.03111,17.60653,5.44578,18.60065,5.86690,0.29190,5.81105
1994-05-15,0.00000,24.09360,8.12432,17.90160,5.71830,0.29012,5.13790
1994-05-16,0.00044,21.62251,6.99670,17.26920,5.67015,0.28793,4.98960
1994-05-17,0.04893,20.10569,5.46879,16.70435,5.61495,0.28553,5.03695
1994-05-18,3.20692,15.45317,4.07526,19.49720,8.11825,0.26974,5.12575
1994-05-19,0.74927,9.41426,3.65962,20.38250,7.41760,0.26558,5.92950
1994-05-20,0.00300,9.18387,4.52153,19.77055,6.74855,0.26819,6.35575
1994-05-21,7.88065,11.23802,2.69404,32.48445,12.68570,0.23750,6.19005
1994-05-22,1.30862,14.70778,3.06589,33.65910,10.71975,0.24387,6.09780
1994-05-23,9.53312,14.16001,2.50589,59.37085,17.72200,0.21140,5.24195
1994-05-24,0.95526,12.28570,1.08011,54.85890,15.28600,0.22923,6.61995
1994-05-25,0.17806,12.31387,1.39021,47.41640,14.19700,0.24749,7.29220
1994-05-26,0.00000,12.29978,1.23516,41.06050,13.18500,0.26174,7.50910
1994-05-27,0.00000,16.15416,6.42837,35.91415,12.81365,0.27234,7.17165
1994-05-28,0.00083,13.25405,5.44064,31.71850,12.60800,0.28067,7.17010
1994-05-29,0.01453,13.76902,5.49672,28.26550,12.32190,0.28671,7.03170
1994-05-30,0.00017,13.89402,5.55700,25.39550,11.90825,0.29162,6.90005
1994-05-31,0.00000,15.13048,5.24686,22.98900,11.64605,0.29548,6.64690
1994-06-01,0.00001,15.75852,4.70368,20.94960,11.39625,0.29895,6.41950
1994-06-02,0.17633,15.71997,3.25654,19.23065,11.35365,0.30199,6.27365
1994-06-03,0.00003,13.04146,3.87024,17.72920,11.11000,0.30480,6.33910
1994-06-04,1.95527,11.37537,1.64766,18.39250,12.22115,0.29696,6.19730
1994-06-05,0.00296,13.14272,3.93838,18.11425,10.91325,0.29558,6.50365
1994-06-06,0.01227,13.12427,3.99658,17.30385,10.70895,0.29898,6.64800
1994-06-07,0.06658,14.72224,3.89389,16.26905,10.54290,0.30332,6.50645
1994-06-08,0.35169,13.15287,3.86923,15.27905,10.58070,0.30689,6.48290
1994-06-09,0.16105,12.84347,4.34021,14.31805,10.39110,0.30825,6.44075
1994-06-10,0.52656,10.70635,2.14564,13.56705,10.53095,0.30701,6.48985
1994-06-11,2.27525,12.42979,2.47682,14.32845,11.89315,0.29497,6.32125
1994-06-12,3.72849,11.91618,1.66530,18.48490,13.31610,0.27253,6.12165
1994-06-13,0.88916,12.86767,2.31483,19.63230,11.97660,0.27096,6.47340
1994-06-14,0.88358,12.74865,2.83573,19.03885,11.65015,0.27808,6.63800
1994-06-15,1.36607,13.87321,3.92633,18.61970,11.95350,0.28251,6.49185
1994-06-16,0.40496,14.36071,4.07051,17.36905,11.48425,0.28889,6.48200
1994-06-17,0.00055,15.28367,3.55158,15.86395,11.11795,0.29609,6.34740
1994-06-18,7.01909,14.74553,3.32730,24.41905,15.73950,0.26142,6.12935
1994-06-19,1.69818,13.73945,3.52757,27.27835,14.16305,0.25776,6.26980
1994-06-20,0.60338,13.77500,3.55433,25.40035,13.26985,0.27148,6.67095
1994-06-21,0.38411,13.40823,3.29910,22.59900,12.91065,0.28546,6.82170
1994-06-22,0.37763,14.54737,4.24223,19.96515,12.90605,0.29660,6.70760
1994-06-23,4.19409,12.41628,1.86467,22.69670,15.57500,0.28370,6.59650
1994-06-24,0.82954,12.33292,1.66112,22.12430,14.40980,0.28525,6.80735
1994-06-25,6.75228,11.33249,0.58119,31.56665,18.24950,0.25767,6.77005
1994-06-26,2.09672,13.59991,2.40215,32.64160,16.91950,0.26010,6.78275
1994-06-27,2.10521,12.70109,1.59164,32.18395,17.07300,0.26570,6.78800
1994-06-28,0.00000,15.88126,5.25749,28.31035,15.77200,0.27880,6.97275
1994-06-29,0.07709,16.18001,4.62112,24.46480,15.44750,0.29148,6.93380
1994-06-30,0.04232,15.83739,2.33000,21.16515,15.32700,0.30190,6.81350
1994-07-01,0.23027,17.71660,4.77322,18.45840,15.40150,0.31014,6.46505
1994-07-02,4.30303,16.09937,3.13133,20.89350,18.02500,0.29248,6.27750
1994-07-03,2.22705,15.44145,3.68601,22.53000,17.64600,0.28391,6.37070
1994-07-04,3.02020,14.50498,2.70333,25.58725,18.21350,0.27599,6.35805
1994-07-05,4.32172,15.57993,2.75766,36.22420,19.71200,0.25421,6.25835
1994-07-06,0.01134,15.96154,3.67694,35.06350,17.75300,0.26354,8.07680
1994-07-07,0.00492,16.17380,3.35774,31.51560,17.01950,0.27704,8.73820
1994-07-08,0.61396,21.52207,5.29240,28.28440,16.95000,0.28684,8.11305
1994-07-09,0.04987,17.96049,5.05450,25.20465,16.29800,0.29479,8.01290
1994-07-10,0.00133,16.62765,4.38328,22.52450,15.92100,0.30230,7.91570
1994-07-11,0.12297,16.38058,2.66771,20.24700,15.75300,0.30809,7.72275
1994-07-12,0.00263,18.65673,4.66647,18.29215,15.53750,0.31314,7.24735
1994-07-13,0.02607,18.09232,4.43650,16.60000,15.32100,0.31771,6.93930
1994-07-14,3.04410,21.85240,5.78134,19.59650,16.95150,0.30122,6.09525
1994-07-15,1.01772,18.71447,4.09012,21.06595,16.12350,0.29756,7.17195
1994-07-16,0.00001,17.68759,4.55871,20.49550,15.09850,0.30461,7.66345
1994-07-17,0.00041,17.52657,3.41275,19.13375,14.65850,0.31317,7.66390
1994-07-18,0.00000,18.85242,4.36556,17.61465,14.35050,0.32107,7.34475
1994-07-19,0.00000,20.68048,4.80033,16.15510,14.12700,0.32755,6.85705
1994-07-20,0.02603,18.74759,3.28638,14.81690,13.98000,0.33267,6.69620
1994-07-21,0.00009,17.51568,4.02739,13.60455,13.82585,0.33684,6.63295
1994-07-22,0.80378,20.42481,5.40101,12.76780,14.15150,0.33848,6.23905
1994-07-23,0.26704,16.75712,4.16195,11.90545,13.90490,0.34023,6.26580
1994-07-24,0.00000,15.65323,4.72986,11.03780,13.67875,0.34237,6.29535
1994-07-25,0.00000,13.60054,3.89636,10.19895,13.38990,0.34428,6.38270
1994-07-26,0.00175,14.54866,3.75624,9.40730,13.24890,0.34578,6.27715
1994-07-27,0.00000,15.61962,3.96898,8.70580,13.11335,0.34290,6.08095
1994-07-28,0.00964,19.37920,4.19901,8.13230,13.03905,0.33847,5.64705
1994-07-29,0.00000,20.05756,5.35000,7.65445,12.99480,0.33454,5.32180
1994-07-30,0.00010,19.27201,4.86653,7.24060,12.95785,0.32994,5.23065
1994-07-31,0.00000,18.42391,4.23035,6.89165,12.90220,0.32474,5.21320
1994-08-01,0.00210,19.60849,4.68634,6.61290,12.82105,0.31645,5.07810
1994-08-02,0.00002,20.78862,4.14248,6.41015,12.72100,0.31742,4.89320
1994-08-03,0.01130,23.48331,5.75547,6.24445,12.65650,0.31787,4.59690
1994-08-04,0.00004,21.86131,4.72647,6.10000,12.54025,0.32649,4.50745
1994-08-05,0.00661,23.73772,5.07119,5.98450,12.38745,0.33833,4.33615
1994-08-06,0.00000,24.72534,5.45794,5.90390,12.19910,0.35397,4.17290
1994-08-07,0.00000,24.23153,5.26457,5.84395,11.97700,0.37614,4.09585
1994-08-08,0.00117,18.94171,3.02422,5.80270,11.74485,0.38690,4.40005
1994-08-09,0.00001,20.63477,4.21844,5.77925,11.47990,0.39361,4.45025
1994-08-10,0.00000,23.33574,4.99843,5.78660,11.21425,0.40631,4.18735
1994-08-11,0.00009,23.97048,5.52588,5.81500,10.95295,0.42342,4.02395
1994-08-12,0.00021,21.89789,5.36245,5.84640,10.67770,0.44928,4.09180
1994-08-13,0.00000,23.36800,6.66527,5.88955,10.47655,0.46081,4.00900
1994-08-14,0.87724,23.98151,4.92994,6.01335,10.95925,0.45305,3.91655
1994-08-15,0.29799,21.10949,3.83670,6.04190,10.70090,0.46400,4.04350
1994-08-16,0.69424,23.41837,4.60090,6.09140,10.82625,0.46992,3.93770
1994-08-17,0.00000,21.02086,4.65906,6.06885,10.24410,0.47265,4.02780
1994-08-18,0.00000,17.82314,3.96677,6.04805,9.86810,0.47682,4.24790
1994-08-19,0.00001,17.57076,3.64146,6.03505,9.58105,0.47954,4.35230
1994-08-20,0.00000,19.67208,4.26633,6.03340,9.34785,0.47693,4.25330
1994-08-21,0.00000,20.32051,3.81046,6.05900,9.16700,0.46999,4.14715
1994-08-22,0.00000,21.82324,3.84638,6.10430,9.04710,0.46533,3.97525
1994-08-23,0.00239,22.02688,4.34401,6.15700,8.94425,0.45575,3.85515
1994-08-24,0.72471,20.12749,3.66805,6.25005,9.43300,0.43795,3.94695
1994-08-25,0.02720,16.79312,3.55480,6.25540,9.11265,0.41817,4.15180
1994-08-26,0.29349,14.56111,2.62426,6.26045,9.06790,0.42114,4.44985
1994-08-27,0.07118,21.36522,4.40358,6.25935,8.82470,0.43649,4.12635
1994-08-28,0.00023,19.40675,4.26182,6.26725,8.54470,0.48290,4.02540
1994-08-29,0.02098,18.40021,2.67992,6.28640,8.34865,0.51995,4.06970
1994-08-30,0.03079,16.51630,3.05923,6.31485,8.16535,0.54746,4.20515
1994-08-31,0.00001,16.55204,4.23414,6.34940,8.00540,0.57508,4.26085
1994-09-01,0.00002,14.80425,3.30798,6.38440,7.85930,0.59190,4.38875
1994-09-02,0.00004,18.46137,4.35783,6.41165,7.72715,0.60051,4.20865
1994-09-03,0.00002,16.74215,3.41640,6.43520,7.58845,0.60440,4.18025
1994-09-04,0.00000,15.00637,3.01260,6.45905,7.45370,0.60263,4.29305
1994-09-05,0.00103,14.61983,2.37251,6.48735,7.32710,0.60810,4.38640
1994-09-06,0.00088,18.31605,3.20462,6.51685,7.21015,0.62934,4.17635
1994-09-07,0.00005,19.34731,3.23731,6.54695,7.06795,0.63830,3.99585
1994-09-08,0.00005,20.19527,3.77492,6.57630,6.94125,0.63500,3.84915
1994-09-09,0.00572,16.03013,2.66896,6.60535,6.73790,0.64381,4.03230
1994-09-10,0.00094,13.54195,2.21346,6.64225,6.74210,0.64659,4.24740
1994-09-11,0.00904,15.47878,2.77853,6.68135,6.55880,0.64883,4.26995
1994-09-12,0.00091,17.68844,3.55672,6.72125,6.43700,0.66280,4.13680
1994-09-13,0.00013,16.37122,2.31128,6.76060,6.31305,0.66322,4.11905
1994-09-14,0.00001,17.40350,3.32056,6.79945,6.19050,0.65396,4.05745
1994-09-15,0.11626,17.77707,3.40709,6.83940,6.16465,0.64407,3.99025
1994-09-16,0.00375,15.71538,2.39822,6.87545,6.01195,0.63626,4.07980
1994-09-17,0.02550,15.27558,1.56850,6.91200,5.89190,0.63159,4.16020
1994-09-18,0.04592,16.68012,1.60641,6.94340,5.79365,0.63012,4.11745
1994-09-19,0.00670,14.51536,0.58867,6.96720,5.65760,0.63207,4.19580
1994-09-20,0.01416,13.85440,0.58082,6.98390,5.48705,0.63436,4.28510
1994-09-21,0.00907,13.47988,1.72213,6.99640,5.41315,0.63859,4.35645
1994-09-22,0.00000,13.62687,1.85034,7.00675,5.33600,0.64298,4.38245
1994-09-23,0.06807,12.57119,1.58543,7.01790,5.24385,0.64676,4.43005
1994-09-24,0.00000,12.41207,2.05462,7.02750,5.11725,0.65248,4.48420
1994-09-25,0.00766,12.39572,1.90255,7.03720,5.00370,0.67666,4.51900
1994-09-26,0.58588,12.76595,1.66825,7.09805,5.38920,0.69192,4.50520
1994-09-27,0.09751,12.55025,1.39955,7.10025,5.17750,0.70289,4.52145
1994-09-28,0.30417,10.54525,1.52622,7.10955,5.19760,0.71437,4.60590
1994-09-29,0.74854,8.77053,1.93941,7.17960,5.60120,0.72074,4.80450
1994-09-30,1.40535,7.36664,1.56862,7.37600,6.97825,0.71858,5.00750
1994-10-01,0.00020,6.69044,1.20724,7.30095,5.99315,0.71841,5.26985
1994-10-02,0.44362,9.55986,1.09581,7.23035,5.86275,0.72280,5.28240
1994-10-03,0.95641,10.95074,1.42656,7.25310,6.24120,0.72363,5.11555
1994-10-04,38.70148,5.62128,0.27034,121.77600,27.95230,0.29278,4.81980
1994-10-05,0.00000,7.60038,1.67047,94.55800,24.76750,0.29602,7.12980
1994-10-06,3.49475,9.71011,1.37636,82.32700,25.28400,0.31357,8.00170
1994-10-07,0.39807,8.39997,1.96639,63.51500,22.39400,0.33759,9.14930
1994-10-08,0.20382,7.64216,1.41952,48.84450,20.66790,0.35558,9.54510
1994-10-09,5.22704,13.33411,0.64213,47.39550,22.87150,0.34107,8.65620
1994-10-10,9.09378,16.18462,0.28140,60.59500,26.33500,0.29990,7.70670
1994-10-11,3.40381,12.88847,1.21621,56.50450,24.60150,0.29617,7.79390
1994-10-12,5.13144,11.13141,0.33778,56.53950,25.44350,0.28716,7.97950
1994-10-13,0.75140,12.28492,1.42922,45.94900,23.00850,0.29897,8.47695
1994-10-14,0.98079,10.21590,0.55960,37.00100,22.33650,0.31108,8.70750
1994-10-15,18.14866,9.41574,0.14676,86.26850,32.73450,0.22900,7.86115
1994-10-16,0.33383,13.41887,0.92768,71.44500,26.74100,0.24558,8.63780
1994-10-17,0.00147,12.03318,0.89558,55.91600,24.31600,0.26192,8.98850
1994-10-18,0.00098,13.75687,1.34662,43.87600,22.91050,0.27834,8.72815
1994-10-19,0.00000,12.89503,1.12110,34.77350,22.12800,0.29276,8.40335
1994-10-20,0.00290,15.87352,1.78356,27.84100,21.55550,0.30570,7.75945
1994-10-21,4.83777,15.00944,0.91545,28.57150,23.67350,0.29290,7.26695
1994-10-22,11.66305,14.25152,0.36797,60.61550,28.16700,0.23112,6.45660
1994-10-23,0.96275,12.03723,0.46336,55.68050,25.01650,0.24481,8.64340
1994-10-24,0.00623,12.30764,0.84800,46.07950,22.33850,0.26288,9.48840
1994-10-25,0.00051,11.89404,0.87910,37.85900,21.23100,0.27914,9.57560
1994-10-26,0.00004,11.26045,0.82300,31.29650,20.30200,0.29324,9.35655
1994-10-27,0.02534,9.93430,0.61157,26.08900,19.89800,0.30506,9.13335
1994-10-28,0.53621,7.91938,0.28585,22.10200,21.39350,0.31668,8.98695
1994-10-29,0.32072,8.61581,0.78167,18.82750,20.46700,0.32519,8.67460
1994-10-30,0.35025,8.06347,0.38534,16.14340,20.21000,0.33302,8.40750
1994-10-31,0.00005,4.63027,0.19440,13.85650,19.89650,0.34016,8.38215
1994-11-01,0.02832,3.94703,0.24628,11.92085,19.81550,0.34674,8.29555
1994-11-02,0.01268,5.41262,0.23780,10.27715,19.84600,0.35214,8.05230
1994-11-03,0.09805,9.76233,1.19025,8.89095,19.98850,0.35512,7.51625
1994-11-04,0.00008,7.28900,1.82364,7.76420,20.09050,0.35503,7.33090
1994-11-05,0.00000,2.70572,1.40277,6.80760,20.18250,0.35438,7.45985
1994-11-06,0.00091,2.64017,1.21331,5.99390,20.25050,0.35255,7.50470
1994-11-07,0.00000,1.71965,0.65172,5.33040,20.27100,0.34913,7.51055
1994-11-08,0.24725,1.93993,0.37655,4.90930,20.41950,0.34047,7.46050
1994-11-09,13.82133,8.95677,0.15998,23.04575,25.00700,0.24540,6.64610
1994-11-10,1.28806,8.43748,0.56937,28.74185,20.01050,0.24811,7.08260
1994-11-11,0.22539,5.82714,0.32018,25.66945,17.98500,0.28134,7.68660
1994-11-12,3.53775,6.44752,0.20092,26.51500,19.76550,0.29387,7.77830
1994-11-13,12.26575,6.77044,0.21661,56.51910,27.16850,0.24304,7.20925
1994-11-14,1.03651,5.66455,0.33370,51.12100,22.82450,0.26507,8.65310
1994-11-15,0.25343,4.48887,0.19568,42.13200,21.28850,0.28994,9.41100
1994-11-16,0.18746,5.16953,0.12313,34.43700,20.43100,0.30860,9.46740
1994-11-17,0.37958,4.12882,0.15262,28.38100,20.03650,0.32419,9.35965
1994-11-18,1.09287,7.00619,0.42034,24.16950,20.33700,0.33390,8.84180
1994-11-19,0.12063,6.75274,0.22204,20.31350,19.70950,0.34345,8.49760
1994-11-20,0.13279,5.85173,0.07756,17.05150,19.64800,0.35239,8.25585
1994-11-21,0.24261,4.36753,0.08578,14.35260,19.73350,0.35997,8.13365
1994-11-22,9.67321,5.51353,0.10778,25.87500,24.06300,0.29385,7.72525
1994-11-23,4.34120,4.68730,0.01323,35.24700,22.74800,0.27277,7.66750
1994-11-24,0.21738,2.68513,0.15284,31.78700,20.17850,0.28889,8.42630
1994-11-25,2.56600,5.36693,0.00000,31.17350,20.97550,0.29710,8.22550
